,0,1,2
0,0.0,0.0,-5.0
1,0.0,0.0,-5.0
2,0.0,0.0,-5.0
3,0.0,0.0,-5.0
4,0.0,0.0,-5.0
5,0.0,0.0,-5.0
6,0.0,0.0,-5.0
7,0.0,0.0,-5.0
8,0.0,0.0,-5.0
9,0.0,0.0,-5.0
10,0.0,0.0,-5.0
11,0.0,0.0,-5.0
12,0.0,0.0,-5.0
13,0.0,0.0,-5.0
14,0.0,0.0,-5.0
15,0.0,0.0,-5.0
16,0.0,0.0,-5.0
17,0.0,0.0,-5.0
18,0.0,0.0,-5.0
19,0.0,0.0,-5.0
20,0.0,0.0,-5.0
21,0.0,-9.99999000001,-4.9999900000099995
22,0.0,-9.99999000001,-4.9999900000099995
23,0.0,-9.99999000001,-4.9999900000099995
24,0.0,-9.99999000001,-4.9999900000099995
25,0.0,-9.99999000001,-4.9999900000099995
26,0.0,-9.99999000001,-4.9999900000099995
27,0.0,-9.99999000001,-4.9999900000099995
28,0.0,-9.99999000001,-4.9999900000099995
29,0.0,-9.99999000001,-4.9999900000099995
30,0.0,-9.99999000001,-4.9999900000099995
31,0.0,-9.99999000001,-4.9999900000099995
32,-1.999998000002e-98,9.99999000001,-4.9999900000099995
33,-1.999998000002e-98,9.99999000001,-4.9999900000099995
34,-1.999998000002e-98,9.99999000001,-4.9999900000099995
35,-1.999998000002e-98,9.99999000001,-4.9999900000099995
36,-1.999998000002e-98,-19.999940000099997,-4.999960000079999
37,-1.999998000002e-98,-19.999940000099997,-4.999960000079999
38,-5.999986000022e-98,19.999940000099997,-4.999960000079999
39,-5.999986000022e-98,19.999940000099997,-4.999960000079999
40,-5.999986000022e-98,-29.999810000509996,-4.999910000329997
41,-5.999986000022e-98,-29.999810000509996,-4.999910000329997
42,-1.1999948000123998e-97,29.99981000050998,-4.999910000329997
43,-1.1999948000123998e-97,-39.99956000179998,-4.999840000959995
44,-1.9999860000483994e-97,39.99956000179998,-4.999840000959995
45,-1.9999860000483994e-97,-49.99915000500996,-4.999750002249987
46,-2.999969000148599e-97,49.999150005009966,-4.999750002249987
47,-2.999969000148599e-97,-59.998540011819934,-4.99964000455997
48,-4.199939800384998e-97,59.998540011819955,-4.99964000455997
49,-4.199939800384998e-97,-69.99769002470985,-4.999510008329932
50,-5.599893600879196e-97,69.99769002470987,-4.999510008329932
51,-5.599893600879196e-97,-79.99656004711967,-4.99936001407986
52,-7.199824801821589e-97,79.99656004711971,-4.99936001407986
53,-7.199824801821589e-97,-89.9951100836093,-4.99919002240973
54,-8.999727003493777e-97,89.99511008360935,-4.99919002240973
55,-8.999727003493777e-97,-99.99330014001858,-4.999000033999506
56,-1.0999593006294148e-96,99.99330014001862,-4.999000033999506
57,-1.0999593006294148e-96,-109.99109022362727,-4.998790049609143
58,-1.3199414810766693e-96,109.99109022362722,-4.998790049609143
59,-1.3199414810766693e-96,-119.98844034331493,-4.998560070078577
60,-1.5599183617632993e-96,119.988440343315,-4.998560070078577
61,-1.5599183617632993e-96,-129.9853105097213,-4.998310096327724
62,-1.819888982782742e-96,129.98531050972133,-4.998310096327724
63,-1.819888982782742e-96,-139.9816607354055,-4.998040129356478
64,-2.099852304253553e-96,139.9816607354055,-4.998040129356478
65,-2.099852304253553e-96,-149.97745103500668,-4.997750170244708
66,-2.3998072063235665e-96,149.97745103500665,-4.997750170244708
67,-2.3998072063235665e-96,-159.9726414254036,-4.997440220152248
68,-2.7197524891743737e-96,159.9726414254037,-4.997440220152248
69,-2.7197524891743737e-96,-169.96719192587483,-4.997110280318896
70,-3.0596868730261236e-96,169.96719192587489,-4.997110280318896
71,-3.0596868730261236e-96,-179.96106255825822,-4.996760352064412
72,-3.41960899814264e-96,179.96106255825816,-4.996760352064412
73,-3.41960899814264e-96,-189.95421334711108,-4.996390436788507
74,-3.799517424836862e-96,189.9542133471109,-4.996390436788507
75,-3.799517424836862e-96,-199.94660431987026,-4.99600053597084
76,-4.1994106334766025e-96,199.94660431986995,-4.99600053597084
77,-4.1994106334766025e-96,-209.93819550701178,-4.995590651171013
78,-4.6192870244906265e-96,209.9381955070121,-4.995590651171013
79,-4.6192870244906265e-96,-219.92894694221167,-4.995160784028563
80,-5.05914491837505e-96,219.92894694221195,-4.995160784028563
81,-5.05914491837505e-96,-229.91881866250347,-4.994710936262958
82,-5.518982555700057e-96,229.91881866250333,-4.994710936262958
83,-5.518982555700057e-96,-239.90777070843984,-4.994241109673587
84,-5.998798097116936e-96,239.90777070843978,-4.994241109673587
85,-5.998798097116936e-96,-249.89576312425314,-4.993751306139755
86,-6.498589623365442e-96,249.89576312425288,-4.993751306139755
87,-6.498589623365442e-96,-259.8827559580133,-4.993241527620672
88,-7.0183551352814684e-96,259.88275595801315,-4.993241527620672
89,-7.0183551352814684e-96,-269.86870926178926,-4.992711776155452
90,-7.558092553805048e-96,269.8687092617902,-4.992711776155452
91,-7.558092553805048e-96,-279.85358309180873,-4.992162053863098
92,-8.117799719988666e-96,279.853583091809,-4.992162053863098
93,-8.117799719988666e-96,-289.83733750861467,-4.991592362942498
94,-8.697474395005894e-96,289.8373375086139,-4.991592362942498
95,-8.697474395005894e-96,-299.81993257722877,-4.991002705672412
96,-9.297114260160354e-96,299.81993257722934,-4.991002705672412
97,-9.297114260160354e-96,-309.80132836731326,-4.990393084411467
98,-9.916716916894981e-96,309.80132836731354,-4.990393084411467
99,-9.916716916894981e-96,-319.7814849533232,-4.989763501598147
100,-1.0556279886801626e-95,319.78148495332243,-4.989763501598147
101,-1.0556279886801626e-95,-329.7603624146714,-4.989113959750779
102,-1.121580061163097e-95,329.7603624146723,-4.989113959750779
103,-1.121580061163097e-95,-339.73792083589063,-4.9884444614675285
104,-1.1895276453302751e-95,339.7379208358907,-4.9884444614675285
105,-1.1895276453302751e-95,-349.7141203067846,-4.987755009426386
106,-1.259470469391632e-95,349.714120306784,-4.987755009426386
107,-1.259470469391632e-95,-359.6889209225956,-4.9870456063851565
108,-1.331408253576151e-95,359.68892092259557,-4.9870456063851565
109,-1.331408253576151e-95,-369.6622827841622,-4.98631625518145
110,-1.4053407101329835e-95,369.662282784162,-4.98631625518145
111,-1.4053407101329835e-95,-379.6341659980761,-4.985566958732667
112,-1.4812675433325985e-95,379.63416599807533,-4.985566958732667
113,-1.4812675433325985e-95,-389.604530676844,-4.984797720035993
114,-1.5591884494679676e-95,389.60453067684466,-4.984797720035993
115,-1.5591884494679676e-95,-399.57333693904906,-4.984008542168376
116,-1.6391031168557775e-95,399.5733369390491,-4.984008542168376
117,-1.6391031168557775e-95,-409.54054490950404,-4.983199428286527
118,-1.7210112258376784e-95,409.5405449095051,-4.983199428286527
119,-1.7210112258376784e-95,-419.5061147194185,-4.9823703816268985
120,-1.8049124487815617e-95,419.5061147194174,-4.9823703816268985
121,-1.8049124487815617e-95,-429.4700065065499,-4.9815214055056725
122,-1.8908064500828718e-95,429.4700065065481,-4.9815214055056725
123,-1.8908064500828718e-95,-439.43218041537256,-4.98065250331875
124,-1.9786928861659464e-95,439.4321804153733,-4.98065250331875
125,-1.9786928861659464e-95,-449.39259659723376,-4.9797636785417385
126,-2.0685714054853934e-95,449.39259659723393,-4.9797636785417385
127,-2.0685714054853934e-95,-459.3512152105056,-4.978854934729931
128,-2.1604416485274946e-95,459.3512152105068,-4.978854934729931
129,-2.1604416485274946e-95,-469.307996420755,-4.977926275518299
130,-2.2543032478116454e-95,469.3079964207536,-4.977926275518299
131,-2.2543032478116454e-95,-479.26290040089344,-4.976977704621477
132,-2.3501558278918237e-95,479.26290040089225,-4.976977704621477
133,-2.3501558278918237e-95,-489.2158873313475,-4.976009225833745
134,-2.4479990053580936e-95,489.2158873313492,-4.976009225833745
135,-2.4479990053580936e-95,-499.16691740021196,-4.975020843029013
136,-2.547832388838136e-95,499.1669174002127,-4.975020843029013
137,-2.547832388838136e-95,-509.11595080340254,-4.974012560160809
138,-2.649655578998817e-95,509.1159508034034,-4.974012560160809
139,-2.649655578998817e-95,-519.0629477448264,-4.972984381262261
140,-2.7534681685477824e-95,519.0629477448274,-4.972984381262261
141,-2.7534681685477824e-95,-529.0078684365357,-4.971936310446081
142,-2.8592697422350895e-95,529.0078684365362,-4.971936310446081
143,-2.8592697422350895e-95,-538.9506730988868,-4.970868351904546
144,-2.967059876854867e-95,538.9506730988869,-4.970868351904546
145,-2.967059876854867e-95,-548.8913219607009,-4.969780509909486
146,-3.0768381412470076e-95,548.8913219607057,-4.969780509909486
147,-3.0768381412470076e-95,-558.8297752594274,-4.968672788812266
148,-3.188604096298893e-95,558.8297752594262,-4.968672788812266
149,-3.188604096298893e-95,-568.7659932412823,-4.967545193043764
150,-3.3023572949471494e-95,568.7659932412789,-4.967545193043764
151,-3.3023572949471494e-95,-578.699936161437,-4.966397727114361
152,-3.418097282179437e-95,578.6999361614362,-4.966397727114361
153,-3.418097282179437e-95,-588.6315642841644,-4.965230395613916
154,-3.5358235950362695e-95,588.6315642841655,-4.965230395613916
155,-3.5358235950362695e-95,-598.5608378829912,-4.96404320321175
156,-3.655535762612868e-95,598.5608378829929,-4.96404320321175
157,-3.655535762612868e-95,-608.4877172408613,-4.962836154656626
158,-3.7772333060610404e-95,608.4877172408596,-4.962836154656626
159,-3.7772333060610404e-95,-618.412162650293,-4.961609254776735
160,-3.9009157385910994e-95,618.4121626502965,-4.961609254776735
161,-3.9009157385910994e-95,-628.3341344135529,-4.960362508479671
162,-4.0265825654738104e-95,628.3341344135551,-4.960362508479671
163,-4.0265825654738104e-95,-638.2535928427872,-4.9590959207524135
164,-4.1542332840423686e-95,638.2535928427897,-4.9590959207524135
165,-4.1542332840423686e-95,-648.1704982602033,-4.95780949666131
166,-4.2838673836944086e-95,648.1704982602023,-4.95780949666131
167,-4.2838673836944086e-95,-658.0848109982156,-4.956503241352052
168,-4.415484345894052e-95,658.084810998218,-4.956503241352052
169,-4.415484345894052e-95,-667.9964913996197,-4.9551771600496535
170,-4.549083644173977e-95,667.9964913996228,-4.9551771600496535
171,-4.549083644173977e-95,-677.9054998177307,-4.953831258058436
172,-4.6846647441375234e-95,677.9054998177307,-4.953831258058436
173,-4.6846647441375234e-95,-687.8117966165512,-4.9524655407620015
174,-4.822227103460833e-95,687.8117966165519,-4.9524655407620015
175,-4.822227103460833e-95,-697.7153421709371,-4.951080013623215
176,-4.961770171895021e-95,697.7153421709372,-4.951080013623215
177,-4.961770171895021e-95,-707.6160968667447,-4.9496746821841775
178,-5.1032933912683705e-95,707.6160968667464,-4.9496746821841775
179,-5.1032933912683705e-95,-717.5140211009968,-4.948249552066209
180,-5.24679619548857e-95,717.5140211010003,-4.948249552066209
181,-5.24679619548857e-95,-727.4090752820363,-4.946804628969827
182,-5.392278010544977e-95,727.4090752820339,-4.946804628969827
183,-5.392278010544977e-95,-737.3012198296784,-4.945339918674716
184,-5.539738254510913e-95,737.3012198296783,-4.945339918674716
185,-5.539738254510913e-95,-747.1904151753927,-4.94385542703971
186,-5.689176337545991e-95,747.1904151753915,-4.94385542703971
187,-5.689176337545991e-95,-757.0766217624339,-4.942351160002772
188,-5.8405916618984777e-95,757.0766217624332,-4.942351160002772
189,-5.8405916618984777e-95,-766.959800046017,-4.940827123580965
190,-5.993983621907682e-95,766.9598000460246,-4.940827123580965
191,-5.993983621907682e-95,-776.839910493476,-4.939283323870425
192,-6.149351604006377e-95,776.8399104934724,-4.939283323870425
193,-6.149351604006377e-95,-786.7169135843892,-4.937719767046347
194,-6.306694986723253e-95,786.7169135843869,-4.937719767046347
195,-6.306694986723253e-95,-796.5907698107962,-4.936136459362952
196,-6.466013140685413e-95,796.5907698107985,-4.936136459362952
197,-6.466013140685413e-95,-806.461439677315,-4.934533407153464
198,-6.627305428620876e-95,806.4614396773104,-4.934533407153464
199,-6.627305428620876e-95,-816.3288837012939,-4.932910616830085
200,-6.790571205361135e-95,816.3288837012951,-4.932910616830085
201,-6.790571205361135e-95,-826.1930624130092,-4.931268094883972
202,-6.955809817843737e-95,826.1930624130036,-4.931268094883972
203,-6.955809817843737e-95,-836.0539363557729,-4.929605847885203
204,-7.123020605114891e-95,836.0539363557764,-4.929605847885203
205,-7.123020605114891e-95,-845.9114660861444,-4.927923882482761
206,-7.292202898332119e-95,845.9114660861378,-4.927923882482761
207,-7.292202898332119e-95,-855.765612174025,-4.9262222054045015
208,-7.463356020766924e-95,855.7656121740292,-4.9262222054045015
209,-7.463356020766924e-95,-865.6163352028908,-4.924500823457125
210,-7.636479287807504e-95,865.6163352028962,-4.924500823457125
211,-7.636479287807504e-95,-875.4635957698796,-4.922759743526151
212,-7.811572006961479e-95,875.4635957698774,-4.922759743526151
213,-7.811572006961479e-95,-885.3073544859795,-4.920998972575895
214,-7.988633477858676e-95,885.3073544859799,-4.920998972575895
215,-7.988633477858676e-95,-895.1475719762053,-4.919218517649433
216,-8.167662992253917e-95,895.1475719762093,-4.919218517649433
217,-8.167662992253917e-95,-904.9842088797275,-4.917418385868578
218,-8.348659834029863e-95,904.9842088797304,-4.917418385868578
219,-8.348659834029863e-95,-914.8172258500329,-4.915598584433847
220,-8.53162327919987e-95,914.8172258500272,-4.915598584433847
221,-8.53162327919987e-95,-924.6465835550854,-4.913759120624442
222,-8.716552595910887e-95,924.6465835550916,-4.913759120624442
223,-8.716552595910887e-95,-934.4722426775144,-4.911900001798209
224,-8.903447044446389e-95,934.4722426775115,-4.911900001798209
225,-8.903447044446389e-95,-944.2941639147014,-4.910021235391617
226,-9.09230587722933e-95,944.294163914703,-4.910021235391617
227,-9.09230587722933e-95,-954.1123079790142,-4.908122828919724
228,-9.283128338825132e-95,954.1123079790123,-4.908122828919724
229,-9.283128338825132e-95,-963.9266355979082,-4.906204789976147
230,-9.475913665944713e-95,963.9266355979053,-4.906204789976147
231,-9.475913665944713e-95,-973.7371075141144,-4.904267126233035
232,-9.670661087447536e-95,973.7371075141127,-4.904267126233035
233,-9.670661087447536e-95,-983.5436844857867,-4.902309845441035
234,-9.867369824344694e-95,983.5436844857904,-4.902309845441035
235,-9.867369824344694e-95,-993.3463272866607,-4.900332955429263
236,-1.0066039089802027e-94,993.3463272866647,-4.900332955429263
237,-1.0066039089802027e-94,-1003.1449967061993,-4.898336464105271
238,-1.0266668089143266e-94,1003.1449967061926,-4.898336464105271
239,-1.0266668089143266e-94,-1012.939653549753,-4.896320379455015
240,-1.0469256019853215e-94,1012.9396535497508,-4.896320379455015
241,-1.0469256019853215e-94,-1022.7302586387486,-4.894284709542827
242,-1.0673802071580966e-94,1022.7302586387523,-4.894284709542827
243,-1.0673802071580966e-94,-1032.5167728108063,-4.892229462511377
244,-1.0880305426143128e-94,1032.5167728108063,-4.892229462511377
245,-1.0880305426143128e-94,-1042.2991569198991,-4.890154646581647
246,-1.1088765257527106e-94,1042.299156919893,-4.890154646581647
247,-1.1088765257527106e-94,-1052.0773718365274,-4.888060270052891
248,-1.1299180731894411e-94,1052.0773718365235,-4.888060270052891
249,-1.1299180731894411e-94,-1061.851378447879,-4.885946341302605
250,-1.1511551007583988e-94,1061.8513784478855,-4.885946341302605
251,-1.1511551007583988e-94,-1071.6211376579745,-4.883812868786499
252,-1.1725875235115583e-94,1071.621137657974,-4.883812868786499
253,-1.1725875235115583e-94,-1081.3866103877992,-4.881659861038453
254,-1.1942152557193142e-94,1081.3866103877954,-4.881659861038453
255,-1.1942152557193142e-94,-1091.1477575755046,-4.879487326670489
256,-1.2160382108708243e-94,1091.1477575755125,-4.879487326670489
257,-1.2160382108708243e-94,-1100.9045401765554,-4.877295274372737
258,-1.2380563016743557e-94,1100.9045401765761,-4.877295274372737
259,-1.2380563016743557e-94,-1110.6569191638623,-4.875083712913397
260,-1.2602694400576328e-94,1110.6569191638555,-4.875083712913397
261,-1.2602694400576328e-94,-1120.4048555279078,-4.872852651138706
262,-1.2826775371681912e-94,1120.404855527915,-4.872852651138706
263,-1.2826775371681912e-94,-1130.1483102770267,-4.870602097972901
264,-1.3052805033737318e-94,1130.1483102770435,-4.870602097972901
265,-1.3052805033737318e-94,-1139.8872444374347,-4.868332062418186
266,-1.3280782482624806e-94,1139.8872444374429,-4.868332062418186
267,-1.3280782482624806e-94,-1149.6216190534158,-4.866042553554695
268,-1.351070680643549e-94,1149.6216190534178,-4.866042553554695
269,-1.351070680643549e-94,-1159.3513951875127,-4.863733580540454
270,-1.3742577085472992e-94,1159.3513951875211,-4.863733580540454
271,-1.3742577085472992e-94,-1169.0765339206728,-4.861405152611345
272,-1.397639239225713e-94,1169.0765339206846,-4.861405152611345
273,-1.397639239225713e-94,-1178.796996352377,-4.859057279081072
274,-1.4212151791527607e-94,1178.7969963523792,-4.859057279081072
275,-1.4212151791527607e-94,-1188.5127436008013,-4.856689969341119
276,-1.4449854340247764e-94,1188.5127436007897,-4.856689969341119
277,-1.4449854340247764e-94,-1198.2237368029914,-4.854303232860715
278,-1.468949908760836e-94,1198.2237368029892,-4.854303232860715
279,-1.468949908760836e-94,-1207.9299371150364,-4.851897079186797
280,-1.4931085075031367e-94,1207.9299371150264,-4.851897079186797
